diputado,url,foto
"PERALTA, FABIAN FRANCISCO",http://www.diputados.gob.ar/diputados/fperalta/,http://www4.hcdn.gob.ar/fotos/fperalta_medium.jpg
"PEREZ, ALBERTO JOSE",http://www.diputados.gob.ar/diputados/ajperez/,http://www4.hcdn.gob.ar/fotos/ajperez_medium.jpg
"PERIE, JULIA ARGENTINA",http://www.diputados.gob.ar/diputados/jperie/,http://www4.hcdn.gob.ar/fotos/jperie_medium.jpg
"PEROTTI, OMAR ANGEL",http://www.diputados.gob.ar/diputados/operotti/,http://www4.hcdn.gob.ar/fotos/operotti_medium.jpg
"PERRONI, ANA MARIA",http://www.diputados.gob.ar/diputados/aperroni/,http://www4.hcdn.gob.ar/fotos/aperroni_medium.jpg
"PIEMONTE, HECTOR HORACIO",http://www.diputados.gob.ar/diputados/hpiemonte/,http://www4.hcdn.gob.ar/fotos/hpiemonte_medium.jpg
"PIETRAGALLA CORTI, HORACIO",http://www.diputados.gob.ar/diputados/hpietragallac/,http://www4.hcdn.gob.ar/fotos/hpietragallac_medium.jpg
"PILATTI VERGARA, MARIA INES",http://www.diputados.gob.ar/diputados/mpilattiv/,http://www4.hcdn.gob.ar/fotos/mpilattiv_medium.jpg
"PINEDO, FEDERICO",http://www.diputados.gob.ar/diputados/fpinedo/,http://www4.hcdn.gob.ar/fotos/fpinedo_medium.jpg
"PLAINI, FRANCISCO OMAR",http://www.diputados.gob.ar/diputados/oplaini/,http://www4.hcdn.gob.ar/fotos/oplaini_medium.jpg
"PORTELA, AGUSTIN ALBERTO",http://www.diputados.gob.ar/diputados/aportela/,http://www4.hcdn.gob.ar/fotos/aportela_medium.jpg
"PRADINES, ROBERTO ARTURO",http://www.diputados.gob.ar/diputados/rpradines/,http://www4.hcdn.gob.ar/fotos/rpradines_medium.jpg
"PUCHETA, RAMONA",http://www.diputados.gob.ar/diputados/rpucheta/,http://www4.hcdn.gob.ar/fotos/rpucheta_medium.jpg
"PUERTA, FEDERICO RAMON",http://www.diputados.gob.ar/diputados/fpuerta/,http://www4.hcdn.gob.ar/fotos/fpuerta_medium.jpg
"PUIGGROS, ADRIANA VICTORIA",http://www.diputados.gob.ar/diputados/apuiggros/,http://www4.hcdn.gob.ar/fotos/apuiggros_medium.jpg
"RAIMUNDI, CARLOS ALBERTO",http://www.diputados.gob.ar/diputados/craimundi/,http://www4.hcdn.gob.ar/fotos/craimundi_medium.jpg
"RASINO, ELIDA ELENA",http://www.diputados.gob.ar/diputados/erasino/,http://www4.hcdn.gob.ar/fotos/erasino_medium.jpg
"RE, HILMA LEONOR",http://www.diputados.gob.ar/diputados/hre/,http://www4.hcdn.gob.ar/fotos/hre_medium.jpg
"RECALDE, HECTOR PEDRO",http://www.diputados.gob.ar/diputados/hrecalde/,http://www4.hcdn.gob.ar/fotos/hrecalde_medium.jpg
"REDCZUK, OSCAR FELIPE",http://www.diputados.gob.ar/diputados/oredczuk/,http://www4.hcdn.gob.ar/fotos/oredczuk_medium.jpg
"REGAZZOLI, MARIA CRISTINA",http://www.diputados.gob.ar/diputados/mregazzoli/,http://www4.hcdn.gob.ar/fotos/mregazzoli_medium.jpg
"RIESTRA, ANTONIO SABINO",http://www.diputados.gob.ar/diputados/ariestra/,http://www4.hcdn.gob.ar/fotos/ariestra_medium.jpg
"RIOS, LILIANA MARIA",http://www.diputados.gob.ar/diputados/lrios/,http://www4.hcdn.gob.ar/fotos/lrios_medium.jpg
"RIOS, ROBERTO FABIAN",http://www.diputados.gob.ar/diputados/frios/,http://www4.hcdn.gob.ar/fotos/frios_medium.jpg
"RISKO, SILVIA LUCRECIA",http://www.diputados.gob.ar/diputados/srisko/,http://www4.hcdn.gob.ar/fotos/srisko_medium.jpg
"RIVARA, RAUL ALBERTO",http://www.diputados.gob.ar/diputados/rrivara/,http://www4.hcdn.gob.ar/fotos/rrivara_medium.jpg
"RIVAROLA, RUBEN ARMANDO",http://www.diputados.gob.ar/diputados/rrivarola/,http://www4.hcdn.gob.ar/fotos/rrivarola_medium.jpg
"RIVAS, JORGE",http://www.diputados.gob.ar/diputados/jrivas/,http://www4.hcdn.gob.ar/fotos/jrivas_medium.jpg
"ROBERTI, ALBERTO OSCAR",http://www.diputados.gob.ar/diputados/aroberti/,http://www4.hcdn.gob.ar/fotos/aroberti_medium.jpg
"ROBLEDO, ROBERTO RICARDO",http://www.diputados.gob.ar/diputados/rrobledo/,http://www4.hcdn.gob.ar/fotos/rrobledo_medium.jpg
"RODRIGUEZ, MARCELA VIRGINIA",http://www.diputados.gob.ar/diputados/mrodriguez/,http://www4.hcdn.gob.ar/fotos/mrodriguez_medium.jpg
"ROGEL, FABIAN DULIO",http://www.diputados.gob.ar/diputados/frogel/,http://www4.hcdn.gob.ar/fotos/frogel_medium.jpg
"RUCCI, CLAUDIA MONICA",http://www.diputados.gob.ar/diputados/crucci/,http://www4.hcdn.gob.ar/fotos/crucci_medium.jpg
"RUIZ, AIDA DELIA",http://www.diputados.gob.ar/diputados/aruiz/,http://www4.hcdn.gob.ar/fotos/aruiz_medium.jpg
"SABBATELLA, MARTIN",http://www.diputados.gob.ar/diputados/msabbatella/,http://www4.hcdn.gob.ar/fotos/msabbatella_medium.jpg
"SACCA, LUIS FERNANDO",http://www.diputados.gob.ar/diputados/lsacca/,http://www4.hcdn.gob.ar/fotos/lsacca_medium.jpg
"SALIM, JUAN ARTURO",http://www.diputados.gob.ar/diputados/jsalim/,http://www4.hcdn.gob.ar/fotos/jsalim_medium.jpg
"SANTILLAN, WALTER MARCELO",http://www.diputados.gob.ar/diputados/wsantillan/,http://www4.hcdn.gob.ar/fotos/wsantillan_medium.jpg
"SANTIN, EDUARDO",http://www.diputados.gob.ar/diputados/esantin/,http://www4.hcdn.gob.ar/fotos/esantin_medium.jpg
"SCHMIDT LIERMANN, CORNELIA",http://www.diputados.gob.ar/diputados/csliermann/,http://www4.hcdn.gob.ar/fotos/csliermann_medium.jpg
"SCIUTTO, RUBEN DARIO",http://www.diputados.gob.ar/diputados/rsciutto/,http://www4.hcdn.gob.ar/fotos/rsciutto_medium.jpg
"SEGARRA, ADELA ROSA",http://www.diputados.gob.ar/diputados/asegarra/,http://www4.hcdn.gob.ar/fotos/asegarra_medium.jpg
"SIMONCINI, SILVIA ROSA",http://www.diputados.gob.ar/diputados/ssimoncini/,http://www4.hcdn.gob.ar/fotos/ssimoncini_medium.jpg
"SOLA, FELIPE CARLOS",http://www.diputados.gob.ar/diputados/fsola/,http://www4.hcdn.gob.ar/fotos/fsola_medium.jpg
"SOLANAS, FERNANDO EZEQUIEL",http://www.diputados.gob.ar/diputados/fsolanas/,http://www4.hcdn.gob.ar/fotos/fsolanas_medium.jpg
"SOLANAS, JULIO RODOLFO",http://www.diputados.gob.ar/diputados/jsolanas/,http://www4.hcdn.gob.ar/fotos/jsolanas_medium.jpg
"SOTO, GLADYS BEATRIZ",http://www.diputados.gob.ar/diputados/gsoto/,http://www4.hcdn.gob.ar/fotos/gsoto_medium.jpg
"STOLBIZER, MARGARITA ROSA",http://www.diputados.gob.ar/diputados/mstolbizer/,http://www4.hcdn.gob.ar/fotos/mstolbizer_medium.jpg
"STORANI, MARIA LUISA",http://www.diputados.gob.ar/diputados/mstorani/,http://www4.hcdn.gob.ar/fotos/mstorani_medium.jpg
"TERADA, ALICIA",http://www.diputados.gob.ar/diputados/aterada/,http://www4.hcdn.gob.ar/fotos/aterada_medium.jpg
"THOMAS, ENRIQUE LUIS",http://www.diputados.gob.ar/diputados/ethomas/,http://www4.hcdn.gob.ar/fotos/ethomas_medium.jpg
"TINEO, JAVIER HECTOR",http://www.diputados.gob.ar/diputados/jtineo/,http://www4.hcdn.gob.ar/fotos/jtineo_medium.jpg
"TOMAS, HECTOR DANIEL",http://www.diputados.gob.ar/diputados/htomas/,http://www4.hcdn.gob.ar/fotos/htomas_medium.jpg
"TONELLI, PABLO GABRIEL",http://www.diputados.gob.ar/diputados/ptonelli/,http://www4.hcdn.gob.ar/fotos/ptonelli_medium.jpg
"TRIACA, ALBERTO JORGE",http://www.diputados.gob.ar/diputados/atriaca/,http://www4.hcdn.gob.ar/fotos/atriaca_medium.jpg
"TUNESSI, JUAN PEDRO",http://www.diputados.gob.ar/diputados/jtunessi/,http://www4.hcdn.gob.ar/fotos/jtunessi_medium.jpg
"UÑAC, JOSE RUBEN",http://www.diputados.gob.ar/diputados/junac/,http://www4.hcdn.gob.ar/fotos/junac_medium.jpg
"VALINOTTO, JORGE ANSELMO",http://www.diputados.gob.ar/diputados/jvalinotto/,http://www4.hcdn.gob.ar/fotos/jvalinotto_medium.jpg
"VAQUIE, ENRIQUE ANDRES",http://www.diputados.gob.ar/diputados/evaquie/,http://www4.hcdn.gob.ar/fotos/evaquie_medium.jpg
"VEAUTE, MARIANA ALEJANDRA",http://www.diputados.gob.ar/diputados/mveaute/,http://www4.hcdn.gob.ar/fotos/mveaute_medium.jpg
"VIDELA, NORA ESTHER",http://www.diputados.gob.ar/diputados/nvidela/,http://www4.hcdn.gob.ar/fotos/nvidela_medium.jpg
"VILARIÑO, JOSE ANTONIO",http://www.diputados.gob.ar/diputados/jvilarino/,http://www4.hcdn.gob.ar/fotos/jvilarino_medium.jpg
"VILLA, JOSE ANTONIO",http://www.diputados.gob.ar/diputados/jvilla/,http://www4.hcdn.gob.ar/fotos/jvilla_medium.jpg
"VILLATA, GRACIELA SUSANA",http://www.diputados.gob.ar/diputados/gvillata/,http://www4.hcdn.gob.ar/fotos/gvillata_medium.jpg
"WAYAR, WALTER RAUL",http://www.diputados.gob.ar/diputados/wwayar/,http://www4.hcdn.gob.ar/fotos/wwayar_medium.jpg
"YAGÜE, LINDA CRISTINA",http://www.diputados.gob.ar/diputados/lyague/,http://www4.hcdn.gob.ar/fotos/lyague_medium.jpg
"YARADE, FERNANDO",http://www.diputados.gob.ar/diputados/fyarade/,http://www4.hcdn.gob.ar/fotos/fyarade_medium.jpg
"YAZBEK, RUBEN DAVID",http://www.diputados.gob.ar/diputados/ryazbek/,http://www4.hcdn.gob.ar/fotos/ryazbek_medium.jpg
"YOMA, JORGE RAUL",http://www.diputados.gob.ar/diputados/jyoma/,http://www4.hcdn.gob.ar/fotos/jyoma_medium.jpg
"ZABALZA, JUAN CARLOS",http://www.diputados.gob.ar/diputados/jzabalza/,http://www4.hcdn.gob.ar/fotos/jzabalza_medium.jpg
"ZAMARREÑO, MARIA EUGENIA",http://www.diputados.gob.ar/diputados/mzamarreno/,http://www4.hcdn.gob.ar/fotos/mzamarreno_medium.jpg
"ZIEBART, CRISTINA ISABEL",http://www.diputados.gob.ar/diputados/cziebart/,http://www4.hcdn.gob.ar/fotos/cziebart_medium.jpg
"ZIEGLER, ALEX ROBERTO",http://www.diputados.gob.ar/diputados/aziegler/,http://www4.hcdn.gob.ar/fotos/aziegler_medium.jpg
